name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,parenteral,topical,oral,exactmw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumBridgeheadAtoms,NumAtomStereoCenters,CrippenClogP
ELETRIPTAN,CHEMBL1510,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,2002,ELETRIPTAN HYDROBROMIDE,Small molecule,False,True,False,False,False,False,False,True,382.17149907199996,4.0,1.0,6.0,0.0,0.36363636363636365,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,3.8210000000000024
PYRVINIUM,CHEMBL1201303,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,1982,PYRVINIUM PAMOATE,Small molecule,False,True,False,False,False,False,False,True,382.22777431609,3.0,0.0,4.0,0.0,0.19230769230769232,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.308240000000004
MISOPROSTOL,CHEMBL606,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,1988,Anti-Ulcerative,Small molecule,False,True,False,False,True,False,False,True,382.2719243159999,5.0,2.0,13.0,0.0,0.8181818181818182,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.9536000000000033
CEFTIZOXIME,CHEMBL528,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,1983,CEFTIZOXIME SODIUM,Small molecule,False,True,False,False,True,True,False,False,383.0358105160001,10.0,4.0,5.0,2.0,0.3076923076923077,3.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,-0.5557999999999992
BELZUTIFAN,CHEMBL4585668,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,2021,,Small molecule,False,True,False,False,False,False,False,True,383.04391352399995,5.0,1.0,3.0,0.0,0.23529411764705882,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.2888800000000016
BRINZOLAMIDE,CHEMBL220491,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1998,Antiglaucoma Agent,Small molecule,False,True,False,False,False,False,True,False,383.064333772,8.0,3.0,7.0,0.0,0.6666666666666666,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.08690000000000164
FELODIPINE,CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1991,Vasodilator,Small molecule,False,True,False,False,False,False,False,True,383.069113448,5.0,1.0,4.0,0.0,0.3333333333333333,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.9643000000000033
PANTOPRAZOLE,CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,2000,PANTOPRAZOLE SODIUM,Small molecule,False,True,False,False,False,True,False,True,383.0751334,7.0,1.0,7.0,0.0,0.25,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.8843000000000005
VERALIPRIDE,CHEMBL2105581,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1979,,Small molecule,True,True,False,False,False,False,False,False,383.15149189999994,8.0,3.0,8.0,1.0,0.47058823529411764,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7314000000000015
MEROPENEM,CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,1996,Antibacterial,Small molecule,False,True,False,False,True,True,False,False,383.15149190000005,8.0,3.0,5.0,2.0,0.7058823529411765,3.0,0.0,3.0,2.0,3.0,0.0,3.0,0.0,6.0,-0.3079999999999994
PRAZOSIN,CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1976,PRAZOSIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,383.15935415200005,9.0,2.0,4.0,1.0,0.3157894736842105,4.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,1.7845999999999997
QUETIAPINE,CHEMBL716,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1997,QUETIAPINE FUMARATE,Small molecule,False,True,False,False,False,False,False,True,383.16674804,5.0,1.0,5.0,0.0,0.38095238095238093,4.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.8560000000000016
THIMEROSAL,CHEMBL508338,CC[Hg]Sc1ccccc1C(=O)O,1927.0,Preservative,Small molecule,False,True,False,False,False,False,False,False,384.01079355999997,2.0,1.0,4.0,0.0,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9126000000000003
TICARCILLIN,CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,1976,TICARCILLIN DISODIUM,Small molecule,False,True,False,False,True,True,False,False,384.04497823199995,8.0,3.0,5.0,2.0,0.4666666666666667,3.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,4.0,0.5479999999999997
ARTESUNATE,CHEMBL361497,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,2020,,Small molecule,False,True,False,False,True,True,False,False,384.17841785599995,8.0,1.0,4.0,0.0,0.8947368421052632,5.0,0.0,5.0,5.0,4.0,0.0,4.0,2.0,8.0,2.6024000000000003
ISTRADEFYLLINE,CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,2019,,Small molecule,False,True,False,False,True,False,False,True,384.17975524800005,8.0,0.0,6.0,0.0,0.35,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.1241000000000003
BORTEZOMIB,CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,2003,,Small molecule,False,True,False,False,False,True,False,False,384.19688568000004,8.0,4.0,9.0,2.0,0.3684210526315789,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.36059999999999964
MEGESTROL ACETATE,CHEMBL1201139,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1971,Antineoplastic,Small molecule,False,True,False,False,True,False,False,True,384.230059504,4.0,0.0,2.0,0.0,0.7083333333333334,4.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,4.575300000000005
ETHYNODIOL DIACETATE,CHEMBL1200624,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1966,Progestin,Small molecule,False,True,False,False,True,False,False,True,384.230059504,4.0,0.0,2.0,0.0,0.75,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,4.425900000000004
IBUTILIDE,CHEMBL533,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,1995,IBUTILIDE FUMARATE,Small molecule,False,True,False,False,False,True,False,False,384.24466401199993,5.0,2.0,14.0,0.0,0.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.164000000000003
CHOLECALCIFEROL,CHEMBL1042,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,1999,Vitamin (antirachitic),Small molecule,False,True,False,False,True,True,False,True,384.339216028,1.0,1.0,6.0,0.0,0.7777777777777778,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,7.619000000000008
RACECADOTRIL,CHEMBL2103772,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,not found,,Small molecule,False,True,False,False,False,False,False,False,385.13477921599997,5.0,1.0,9.0,1.0,0.2857142857142857,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.9846000000000013
BUSPIRONE,CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1986,BUSPIRONE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,385.24777523200004,7.0,0.0,6.0,2.0,0.7142857142857143,4.0,1.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0881999999999996
TIOCONAZOLE,CHEMBL1200438,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,1983,Antifungal,Small molecule,False,True,False,False,False,False,True,False,385.981417076,3.0,0.0,6.0,0.0,0.1875,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,5.8629000000000016
QUAZEPAM,CHEMBL1200472,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,1985,Sedative-Hypnotic,Small molecule,False,True,False,False,False,False,False,True,386.026759912,2.0,0.0,2.0,0.0,0.17647058823529413,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.026200000000003
AXITINIB,CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,2012,,Small molecule,False,True,False,False,False,False,False,True,386.1201321960001,5.0,2.0,5.0,1.0,0.045454545454545456,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,4.639100000000004
MESORIDAZINE,CHEMBL1088,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,1970,MESORIDAZINE BESYLATE,Small molecule,False,True,False,False,False,True,False,True,386.14865545199996,3.0,0.0,4.0,0.0,0.42857142857142855,4.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,4.901100000000005
OLODATEROL,CHEMBL605846,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,2014,OLODATEROL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,386.18417193199997,7.0,4.0,7.0,1.0,0.38095238095238093,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.3760000000000003
OLICERIDINE,CHEMBL2443262,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,2020,,Small molecule,False,True,False,False,False,True,False,False,386.20279919999996,4.0,1.0,7.0,0.0,0.5909090909090909,4.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,4.692600000000004
SUFENTANIL,CHEMBL658,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,1984,SUFENTANIL CITRATE,Small molecule,False,True,False,False,False,True,False,False,386.2027992,4.0,0.0,8.0,1.0,0.5,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.214800000000004
MEDROXYPROGESTERONE ACETATE,CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1959,Progestin,Small molecule,False,True,False,False,True,True,False,True,386.245709568,4.0,0.0,2.0,0.0,0.7916666666666666,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,7.0,4.655200000000004
FLURAZEPAM,CHEMBL968,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1970,FLURAZEPAM HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,387.151368256,4.0,0.0,6.0,1.0,0.3333333333333333,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.004900000000003
TERAZOSIN,CHEMBL611,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,1987,TERAZOSIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,387.19065428000005,9.0,2.0,4.0,1.0,0.5263157894736842,4.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0567999999999995
CYCLOGUANIL PAMOATE,CHEMBL3989825,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,not found,,Small molecule,False,True,False,False,False,False,False,True,388.09468823199995,6.0,4.0,4.0,0.0,0.043478260869565216,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.391400000000003
ESZOPICLONE,CHEMBL1522,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,2004,,Small molecule,False,True,False,False,False,False,False,True,388.10506608400004,9.0,0.0,2.0,2.0,0.35294117647058826,4.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,1.0,1.5679999999999998
ZOPICLONE,CHEMBL135400,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,not found,,Small molecule,False,True,False,False,False,False,False,False,388.10506608400004,9.0,0.0,2.0,2.0,0.35294117647058826,4.0,2.0,2.0,1.0,4.0,2.0,2.0,0.0,1.0,1.5679999999999998
CETIRIZINE,CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1995,CETIRIZINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,388.15537034000005,5.0,1.0,8.0,0.0,0.38095238095238093,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.148200000000002
BEPOTASTINE,CHEMBL1201758,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,2009,BEPOTASTINE BESYLATE,Small molecule,False,True,False,False,False,False,True,False,388.15537034000005,5.0,1.0,8.0,0.0,0.42857142857142855,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.170200000000004
LEVOCETIRIZINE,CHEMBL1201191,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,2007,LEVOCETIRIZINE DIHYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,388.15537034000005,5.0,1.0,8.0,0.0,0.38095238095238093,3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.148200000000002
NISOLDIPINE,CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],1995,Vasodilator (coronary),Small molecule,False,True,False,False,False,False,False,True,388.16343648799995,8.0,1.0,6.0,0.0,0.4,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.201800000000002
TRIMETHOBENZAMIDE,CHEMBL1201256,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,1974,TRIMETHOBENZAMIDE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,True,388.19982199599997,7.0,1.0,10.0,1.0,0.38095238095238093,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5828000000000007
CYCLOTHIAZIDE,CHEMBL61593,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,1982,Antihypertensive; Diuretic,Small molecule,False,True,False,False,False,False,False,True,389.0270756719999,7.0,4.0,2.0,0.0,0.42857142857142855,4.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,4.0,1.2295000000000003
CEFPROZIL,CHEMBL3184906,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1991,CEFPROZIL,Small molecule,False,True,False,False,True,False,False,True,389.104541708,8.0,5.0,5.0,2.0,0.2777777777777778,3.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,0.7067000000000008
TADALAFIL,CHEMBL779,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,2003,,Small molecule,False,True,False,False,False,False,False,True,389.13755608799994,7.0,1.0,1.0,2.0,0.2727272727272727,6.0,3.0,3.0,1.0,4.0,1.0,3.0,0.0,2.0,2.2112999999999996
HETACILLIN,CHEMBL1201116,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,1982,HETACILLIN POTASSIUM,Small molecule,False,True,False,False,True,False,False,True,389.14092721599997,7.0,2.0,3.0,2.0,0.5263157894736842,4.0,1.0,3.0,3.0,3.0,0.0,3.0,0.0,4.0,1.4111
GEMIFLOXACIN,CHEMBL430,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,2003,GEMIFLOXACIN MESYLATE,Small molecule,False,True,False,False,False,False,False,True,389.14993234,9.0,3.0,5.0,0.0,0.4444444444444444,4.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.966
REPROTEROL,CHEMBL1095607,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,9999,REPROTEROL HYDROCHLORIDE,Small molecule,False,True,False,False,True,False,False,False,389.16991883599997,10.0,4.0,7.0,0.0,0.3888888888888889,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,-0.44180000000000064
ALFUZOSIN,CHEMBL709,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,2003,ALFUZOSIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,389.20630434400005,9.0,3.0,8.0,1.0,0.5263157894736842,3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.3507000000000002
PERMETHRIN,CHEMBL1525,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1986,Ectoparasiticide,Small molecule,True,True,False,False,False,False,True,False,390.07894985999997,3.0,0.0,6.0,0.0,0.2857142857142857,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,6.113300000000004
REGADENOSON,CHEMBL317052,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,2008,REGADENOSON,Small molecule,False,True,False,False,True,True,False,False,390.1400156759999,13.0,6.0,4.0,1.0,0.4,4.0,3.0,1.0,1.0,4.0,3.0,1.0,0.0,4.0,-2.4346999999999985
FLIBANSERIN,CHEMBL231068,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,2015,,Small molecule,False,True,False,False,False,False,False,True,390.16674595200004,5.0,1.0,4.0,0.0,0.35,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.170600000000002
MECLIZINE,CHEMBL1623,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1957,MECLIZINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,390.186276544,2.0,0.0,5.0,0.0,0.28,4.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,5.555620000000006
LUBIPROSTONE,CHEMBL1201134,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,2006,,Small molecule,False,True,False,False,True,False,False,True,390.2217805639999,5.0,2.0,11.0,0.0,0.9,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,4.0,4.309900000000003
TREPROSTINIL,CHEMBL1237119,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,2002,TREPROSTINIL DIOLAMINE,Small molecule,False,True,False,False,True,True,True,True,390.2406241879999,5.0,3.0,10.0,0.0,0.6956521739130435,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,3.583200000000003
FONAZINE,CHEMBL346977,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,not found,Serotonin Inhibitor,Small molecule,False,True,False,False,False,False,False,False,391.13881904000004,5.0,0.0,5.0,0.0,0.3684210526315789,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.4897000000000027
FLAVOXATE,CHEMBL1493,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,1970,FLAVOXATE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,391.17835828,5.0,0.0,5.0,0.0,0.3333333333333333,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.411120000000004
ABIRATERONE ACETATE,CHEMBL271227,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,2011,,Small molecule,False,True,False,False,True,False,False,True,391.25112929600004,3.0,0.0,2.0,0.0,0.6153846153846154,5.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,6.0,5.9694000000000065
AUROTHIOGLUCOSE,CHEMBL2354773,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,not found,Rheumatoid Arthritis,Small molecule,False,True,False,False,True,False,False,False,391.99928815199996,5.0,4.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,-2.0187000000000004
TIOTROPIUM,CHEMBL1900528,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,2004,TIOTROPIUM BROMIDE,Small molecule,False,True,False,False,False,False,True,False,392.09847660409,5.0,1.0,4.0,0.0,0.5263157894736842,5.0,2.0,3.0,3.0,5.0,2.0,3.0,2.0,5.0,2.3457
SPARFLOXACIN,CHEMBL850,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,1996,Antibacterial,Small molecule,False,True,False,False,False,False,False,True,392.165997004,7.0,4.0,3.0,0.0,0.47368421052631576,4.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0816
BETAMETHASONE,CHEMBL632,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1961,Glucocorticoid,Small molecule,False,True,False,False,True,False,True,True,392.19990224799994,5.0,3.0,2.0,0.0,0.7272727272727273,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,1.8957000000000002
DEXAMETHASONE,CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1958,Glucocorticoid,Small molecule,False,True,False,False,True,True,True,True,392.19990224799994,5.0,3.0,2.0,0.0,0.7272727272727273,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,8.0,1.8957000000000002
IVACAFTOR,CHEMBL2010601,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,2012,,Small molecule,False,True,False,False,False,False,False,True,392.2099927559999,5.0,3.0,2.0,1.0,0.3333333333333333,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.081000000000005
INDACATEROL,CHEMBL1095777,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,2011,INDACATEROL MALEATE,Small molecule,False,True,False,False,False,False,True,False,392.20999275599996,5.0,4.0,6.0,0.0,0.375,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.148900000000001
TROSPIUM,CHEMBL1888176,O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,2004,TROSPIUM CHLORIDE,Small molecule,False,True,False,False,False,False,False,True,392.22202024009,4.0,1.0,4.0,0.0,0.48,5.0,2.0,3.0,3.0,3.0,0.0,3.0,2.0,3.0,3.769700000000003
DEXTROMORAMIDE,CHEMBL3833389,C[C@@H](CC(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1)N1CCOCC1,9999,DEXTROMORAMIDE TARTRATE,Small molecule,False,True,False,False,False,False,False,False,392.246378264,4.0,0.0,6.0,1.0,0.48,4.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,3.7059000000000024
CHENODIOL,CHEMBL240597,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,1983,Anticholelithogenic,Small molecule,False,True,False,False,True,False,False,True,392.29265975999994,4.0,3.0,4.0,0.0,0.9583333333333334,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,4.477900000000006
DEOXYCHOLIC ACID,CHEMBL406393,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,2015,,Small molecule,False,True,False,False,True,True,False,False,392.29265975999994,4.0,3.0,4.0,0.0,0.9583333333333334,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,4.477900000000005
URSODIOL,CHEMBL1551,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1987,Anticholelithogenic,Small molecule,False,True,False,False,True,False,False,True,392.29265976,4.0,3.0,4.0,0.0,0.9583333333333334,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,10.0,4.477900000000004
AMSACRINE,CHEMBL43,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,not found,Antineoplastic,Small molecule,False,True,False,False,False,False,False,False,393.11471246800005,6.0,2.0,5.0,0.0,0.09523809523809523,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.511700000000003
BESIFLOXACIN,CHEMBL1201760,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,2009,BESIFLOXACIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False,393.125547432,6.0,3.0,3.0,0.0,0.47368421052631576,4.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,3.144700000000001
PENTETATE ZINC TRISODIUM,CHEMBL1200424,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,2004,,Small molecule,False,True,False,False,False,True,True,False,393.13834393599996,13.0,5.0,16.0,0.0,0.6428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6845999999999934
ERLOTINIB,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,2004,ERLOTINIB HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True,393.16885621599994,7.0,1.0,10.0,0.0,0.2727272727272727,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.405100000000002
