name,chembl_id,clean_smiles,first_approval_year,indication_class,molecule_type,withdrawn_flag,therapeutic_flag,polymer_flag,inorganic_flag,natural_product_flag,oral,parenteral,topical
FLUOROMETHOLONE,CHEMBL1200600,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1972,Glucocorticoid,Small molecule,False,True,False,False,True,False,False,True
DESOXIMETASONE,CHEMBL1766,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,1977,Anti-Inflammatory,Small molecule,False,True,False,False,True,False,False,True
LASMIDITAN,CHEMBL3039520,CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,2020,LASMIDITAN SUCCINATE,Small molecule,False,True,False,False,False,True,False,False
CARBENICILLIN,CHEMBL1214,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1972,CARBENICILLIN DISODIUM,Small molecule,False,True,False,False,True,True,True,False
MEFLOQUINE,CHEMBL416956,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,1989,MEFLOQUINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
PROPICILLIN,CHEMBL2105612,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,not found,,Small molecule,False,True,False,False,True,False,False,False
OSPEMIFENE,CHEMBL2105395,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,2013,,Small molecule,False,True,False,False,False,True,False,False
AMBRISENTAN,CHEMBL1111,COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,2007,,Small molecule,False,True,False,False,False,True,False,False
FINERENONE,CHEMBL2181927,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,2021,,Small molecule,False,True,False,False,False,True,False,False
FLUPREDNISOLONE,CHEMBL1200774,C[C@]12C[C@H](O)[C@H]3[C@@H](C[C@H](F)C4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,1982,Glucocorticoid,Small molecule,False,True,False,False,True,True,False,False
DOXAPRAM,CHEMBL1754,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,1965,DOXAPRAM HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,True,False
TRICHLORMETHIAZIDE,CHEMBL1054,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,1960,Diuretic; Antihypertensive,Small molecule,False,True,False,False,False,True,False,False
CYCLOPENTHIAZIDE,CHEMBL1373254,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,not found,Antihypertensive,Small molecule,False,True,False,False,False,False,False,False
DROPERIDOL,CHEMBL1108,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,1970,Antipsychotic,Small molecule,False,True,False,False,False,False,True,False
DONEPEZIL,CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,1996,DONEPEZIL HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
OXYPERTINE,CHEMBL2107011,COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,not found,Antidepressant,Small molecule,False,True,False,False,False,False,False,False
CELIPROLOL,CHEMBL27810,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,9999,CELIPROLOL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,False
ECONAZOLE,CHEMBL808,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,1982,ECONAZOLE NITRATE,Small molecule,False,True,False,False,False,False,False,True
METHICILLIN,CHEMBL575,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,1982,METHICILLIN SODIUM,Small molecule,False,True,False,False,True,False,True,False
CHLOROTRIANISENE,CHEMBL1200761,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,1982,Estrogen,Small molecule,False,True,False,False,False,True,False,False
TALAZOPARIB,CHEMBL3137320,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,2018,TALAZOPARIB TOSYLATE,Small molecule,False,True,False,False,False,True,False,False
UPADACITINIB,CHEMBL3622821,CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12,2019,,Small molecule,False,True,False,False,False,True,False,False
CELECOXIB,CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,1998,,Small molecule,False,True,False,False,False,True,False,False
AZELASTINE,CHEMBL639,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,1996,AZELASTINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
BENPERIDOL,CHEMBL297302,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,not found,Antipsychotic,Small molecule,False,True,False,False,False,False,False,False
MEFRUSIDE,CHEMBL2105131,CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,not found,Diuretic,Small molecule,False,True,False,False,False,False,False,False
LORATADINE,CHEMBL998,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1993,Antihistaminic,Small molecule,False,True,False,False,False,True,False,False
ELETRIPTAN,CHEMBL1510,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,2002,ELETRIPTAN HYDROBROMIDE,Small molecule,False,True,False,False,False,True,False,False
PYRVINIUM,CHEMBL1201303,Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1,1982,PYRVINIUM PAMOATE,Small molecule,False,True,False,False,False,True,False,False
MISOPROSTOL,CHEMBL606,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,1988,Anti-Ulcerative,Small molecule,False,True,False,False,True,True,False,False
CEFTIZOXIME,CHEMBL528,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,1983,CEFTIZOXIME SODIUM,Small molecule,False,True,False,False,True,False,True,False
BELZUTIFAN,CHEMBL4585668,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)[C@H](F)[C@@H]2F,2021,,Small molecule,False,True,False,False,False,True,False,False
BRINZOLAMIDE,CHEMBL220491,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1998,Antiglaucoma Agent,Small molecule,False,True,False,False,False,False,False,True
FELODIPINE,CHEMBL1480,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,1991,Vasodilator,Small molecule,False,True,False,False,False,True,False,False
PANTOPRAZOLE,CHEMBL1502,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC,2000,PANTOPRAZOLE SODIUM,Small molecule,False,True,False,False,False,True,True,False
VERALIPRIDE,CHEMBL2105581,C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,1979,,Small molecule,True,True,False,False,False,False,False,False
MEROPENEM,CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,1996,Antibacterial,Small molecule,False,True,False,False,True,False,True,False
PRAZOSIN,CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1976,PRAZOSIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
QUETIAPINE,CHEMBL716,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1997,QUETIAPINE FUMARATE,Small molecule,False,True,False,False,False,True,False,False
THIMEROSAL,CHEMBL508338,CC[Hg]Sc1ccccc1C(=O)O,1927.0,Preservative,Small molecule,False,True,False,False,False,False,False,False
TICARCILLIN,CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,1976,TICARCILLIN DISODIUM,Small molecule,False,True,False,False,True,False,True,False
ARTESUNATE,CHEMBL361497,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,2020,,Small molecule,False,True,False,False,True,False,True,False
ISTRADEFYLLINE,CHEMBL431770,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,2019,,Small molecule,False,True,False,False,True,True,False,False
BORTEZOMIB,CHEMBL325041,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,2003,,Small molecule,False,True,False,False,False,False,True,False
MEGESTROL ACETATE,CHEMBL1201139,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1971,Antineoplastic,Small molecule,False,True,False,False,True,True,False,False
ETHYNODIOL DIACETATE,CHEMBL1200624,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,1966,Progestin,Small molecule,False,True,False,False,True,True,False,False
IBUTILIDE,CHEMBL533,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,1995,IBUTILIDE FUMARATE,Small molecule,False,True,False,False,False,False,True,False
CHOLECALCIFEROL,CHEMBL1042,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,1999,Vitamin (antirachitic),Small molecule,False,True,False,False,True,True,True,False
RACECADOTRIL,CHEMBL2103772,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,not found,,Small molecule,False,True,False,False,False,False,False,False
BUSPIRONE,CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1986,BUSPIRONE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
TIOCONAZOLE,CHEMBL1200438,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,1983,Antifungal,Small molecule,False,True,False,False,False,False,False,True
QUAZEPAM,CHEMBL1200472,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,1985,Sedative-Hypnotic,Small molecule,False,True,False,False,False,True,False,False
AXITINIB,CHEMBL1289926,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,2012,,Small molecule,False,True,False,False,False,True,False,False
MESORIDAZINE,CHEMBL1088,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21,1970,MESORIDAZINE BESYLATE,Small molecule,False,True,False,False,False,True,True,False
OLODATEROL,CHEMBL605846,COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,2014,OLODATEROL HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
OLICERIDINE,CHEMBL2443262,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,2020,,Small molecule,False,True,False,False,False,False,True,False
SUFENTANIL,CHEMBL658,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,1984,SUFENTANIL CITRATE,Small molecule,False,True,False,False,False,False,True,False
MEDROXYPROGESTERONE ACETATE,CHEMBL717,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1959,Progestin,Small molecule,False,True,False,False,True,True,True,False
FLURAZEPAM,CHEMBL968,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1970,FLURAZEPAM HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
TERAZOSIN,CHEMBL611,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,1987,TERAZOSIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
CYCLOGUANIL PAMOATE,CHEMBL3989825,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,not found,,Small molecule,False,True,False,False,False,True,False,False
ESZOPICLONE,CHEMBL1522,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,2004,,Small molecule,False,True,False,False,False,True,False,False
ZOPICLONE,CHEMBL135400,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,not found,,Small molecule,False,True,False,False,False,False,False,False
CETIRIZINE,CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1995,CETIRIZINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
BEPOTASTINE,CHEMBL1201758,O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,2009,BEPOTASTINE BESYLATE,Small molecule,False,True,False,False,False,False,False,True
LEVOCETIRIZINE,CHEMBL1201191,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,2007,LEVOCETIRIZINE DIHYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
NISOLDIPINE,CHEMBL1726,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],1995,Vasodilator (coronary),Small molecule,False,True,False,False,False,True,False,False
TRIMETHOBENZAMIDE,CHEMBL1201256,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,1974,TRIMETHOBENZAMIDE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,True,False
CYCLOTHIAZIDE,CHEMBL61593,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,1982,Antihypertensive; Diuretic,Small molecule,False,True,False,False,False,True,False,False
CEFPROZIL,CHEMBL3184906,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1991,CEFPROZIL,Small molecule,False,True,False,False,True,True,False,False
TADALAFIL,CHEMBL779,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,2003,,Small molecule,False,True,False,False,False,True,False,False
HETACILLIN,CHEMBL1201116,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,1982,HETACILLIN POTASSIUM,Small molecule,False,True,False,False,True,True,False,False
GEMIFLOXACIN,CHEMBL430,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,2003,GEMIFLOXACIN MESYLATE,Small molecule,False,True,False,False,False,True,False,False
REPROTEROL,CHEMBL1095607,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,9999,REPROTEROL HYDROCHLORIDE,Small molecule,False,True,False,False,True,False,False,False
ALFUZOSIN,CHEMBL709,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC,2003,ALFUZOSIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
PERMETHRIN,CHEMBL1525,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1986,Ectoparasiticide,Small molecule,True,True,False,False,False,False,False,True
REGADENOSON,CHEMBL317052,CNC(=O)c1cnn(-c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,2008,REGADENOSON,Small molecule,False,True,False,False,True,False,True,False
FLIBANSERIN,CHEMBL231068,O=c1[nH]c2ccccc2n1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,2015,,Small molecule,False,True,False,False,False,True,False,False
MECLIZINE,CHEMBL1623,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1957,MECLIZINE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
LUBIPROSTONE,CHEMBL1201134,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,2006,,Small molecule,False,True,False,False,True,True,False,False
TREPROSTINIL,CHEMBL1237119,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,2002,TREPROSTINIL DIOLAMINE,Small molecule,False,True,False,False,True,True,True,True
FONAZINE,CHEMBL346977,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,not found,Serotonin Inhibitor,Small molecule,False,True,False,False,False,False,False,False
FLAVOXATE,CHEMBL1493,Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,1970,FLAVOXATE HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
ABIRATERONE ACETATE,CHEMBL271227,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(c5cccnc5)[C@@]4(C)CC[C@@H]32)C1,2011,,Small molecule,False,True,False,False,True,True,False,False
AUROTHIOGLUCOSE,CHEMBL2354773,OC[C@H]1O[C@H](S[Au])[C@H](O)[C@@H](O)[C@@H]1O,not found,Rheumatoid Arthritis,Small molecule,False,True,False,False,True,False,False,False
TIOTROPIUM,CHEMBL1900528,C[N+]1(C)[C@H]2C[C@H](OC(=O)C(O)(c3cccs3)c3cccs3)C[C@@H]1[C@H]1O[C@@H]21,2004,TIOTROPIUM BROMIDE,Small molecule,False,True,False,False,False,False,False,True
SPARFLOXACIN,CHEMBL850,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,1996,Antibacterial,Small molecule,False,True,False,False,False,True,False,False
BETAMETHASONE,CHEMBL632,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1961,Glucocorticoid,Small molecule,False,True,False,False,True,True,False,True
DEXAMETHASONE,CHEMBL384467,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,1958,Glucocorticoid,Small molecule,False,True,False,False,True,True,True,True
IVACAFTOR,CHEMBL2010601,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,2012,,Small molecule,False,True,False,False,False,True,False,False
INDACATEROL,CHEMBL1095777,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,2011,INDACATEROL MALEATE,Small molecule,False,True,False,False,False,False,False,True
TROSPIUM,CHEMBL1888176,O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,2004,TROSPIUM CHLORIDE,Small molecule,False,True,False,False,False,True,False,False
DEXTROMORAMIDE,CHEMBL3833389,C[C@@H](CC(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1)N1CCOCC1,9999,DEXTROMORAMIDE TARTRATE,Small molecule,False,True,False,False,False,False,False,False
CHENODIOL,CHEMBL240597,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,1983,Anticholelithogenic,Small molecule,False,True,False,False,True,True,False,False
DEOXYCHOLIC ACID,CHEMBL406393,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C,2015,,Small molecule,False,True,False,False,True,False,True,False
URSODIOL,CHEMBL1551,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,1987,Anticholelithogenic,Small molecule,False,True,False,False,True,True,False,False
AMSACRINE,CHEMBL43,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,not found,Antineoplastic,Small molecule,False,True,False,False,False,False,False,False
BESIFLOXACIN,CHEMBL1201760,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,2009,BESIFLOXACIN HYDROCHLORIDE,Small molecule,False,True,False,False,False,False,False,True
PENTETATE ZINC TRISODIUM,CHEMBL1200424,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,2004,,Small molecule,False,True,False,False,False,False,True,True
ERLOTINIB,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,2004,ERLOTINIB HYDROCHLORIDE,Small molecule,False,True,False,False,False,True,False,False
LUMATEPERONE,CHEMBL3306803,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,2019,,Small molecule,False,True,False,False,False,True,False,False
BISMUTH SUBGALLATE,CHEMBL1592101,O=C(O)c1cc(O)c2c(c1)O[Bi](O)O2,2018.0,Internal deodorant,Small molecule,False,True,False,False,False,True,False,False
TRIAMCINOLONE,CHEMBL1451,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO,1957,Glucocorticoid,Small molecule,False,True,False,False,True,True,False,False
DIFLUCORTOLONE,CHEMBL509924,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,not found,Glucocorticoid,Small molecule,False,True,False,False,True,False,False,False
GEMEPROST,CHEMBL1908315,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC,not found,Prostaglandin,Small molecule,False,True,False,False,True,False,False,False
CEFDINIR,CHEMBL927,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,1997,Antibacterial,Small molecule,False,True,False,False,True,True,False,False
KETANSERIN,CHEMBL51,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,not found,Serotonin Antagonist,Small molecule,False,True,False,False,True,False,False,False
SULCONAZOLE,CHEMBL1221,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,1985,SULCONAZOLE NITRATE,Small molecule,False,True,False,False,False,False,False,True
CEPHALOTHIN,CHEMBL617,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,1974,CEPHALOTHIN SODIUM,Small molecule,False,True,False,False,True,False,True,False
MIRABEGRON,CHEMBL2095212,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,2012,,Small molecule,False,True,False,False,False,True,False,False
ESTRADIOL CYPIONATE,CHEMBL1200973,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,1979,Estrogen,Small molecule,False,True,False,False,True,False,True,False
ERGOCALCIFEROL,CHEMBL1536,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,1941,Vitamin (antirachitic),Small molecule,False,True,False,False,True,True,True,False
SULFASALAZINE,CHEMBL421,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1950,Antibacterial,Small molecule,False,True,False,False,False,True,False,False
DAROLUTAMIDE,CHEMBL4297185,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,2019,,Small molecule,False,True,False,False,False,True,False,False
FINAFLOXACIN,CHEMBL1908370,N#Cc1c(N2C[C@@H]3NCCO[C@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,2014,,Small molecule,False,True,False,False,False,False,False,True
SUNITINIB,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,2006,SUNITINIB MALATE,Small molecule,False,True,False,False,False,True,False,False
PHOLCODINE,CHEMBL2105224,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,not found,,Small molecule,False,True,False,False,True,False,False,False
DIHYDROTACHYSTEROL,CHEMBL2356023,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@@]21C,not found,,Small molecule,False,True,False,False,True,False,False,False
ADEMETIONINE,CHEMBL1088977,C[S+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,not found,,Small molecule,False,True,False,False,True,False,False,False
COLCHICINE,CHEMBL107,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,1961,Suppressant (gout),Small molecule,False,True,False,False,False,True,False,False
THIETHYLPERAZINE,CHEMBL1378,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1961,THIETHYLPERAZINE MALEATE,Small molecule,False,True,False,False,False,True,True,True
TESTOSTERONE ENANTHATE,CHEMBL1200335,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1953,Androgen,Small molecule,False,True,False,False,True,False,True,False
ALFACALCIDOL,CHEMBL1601669,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,not found,,Small molecule,False,True,False,False,True,False,False,False
CALCIFEDIOL,CHEMBL1040,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,1980,CALCIFEDIOL,Small molecule,False,True,False,False,True,True,False,False
OXACILLIN,CHEMBL819,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,1971,OXACILLIN SODIUM,Small molecule,False,True,False,False,True,True,True,False
